verb	frequency
thinks	20
swimming	20
swim	20
sink	20
raised	20
lowered	20
hailed	20
follow	20
evinced	20
died	20
cruising	20
burst	20
break	20
work	19
swung	19
start	19
reached	19
presented	19
meet	19
mark	19
lying	19
forced	19
escape	19
concluded	19
bring	19
advancing	19
sought	18
sleeping	18
seized	18
revealed	18
needs	18
met	18
mentioned	18
lies	18
leave	18
hunted	18
guess	18
gives	18
engaged	18
drive	18
bearing	18
understand	17
turns	17
trying	17
thrust	17
talk	17
rise	17
remember	17
pointed	17
pay	17
observed	17
inserted	17
hidden	17
furnished	17
floated	17
fail	17
dropping	17
dragged	17
captured	17
watching	16
use	16
thou	16
stricken	16
showed	16
sent	16
putting	16
proved	16
paused	16
open	16
marked	16
locked	16
knowing	16
happened	16
feels	16
encountered	16
drop	16
drink	16
carries	16
bore	16
blows	16
yield	15
working	15
tried	15
supposed	15
striking	15
spread	15
slid	15
shouted	15
shake	15
seek	15
secured	15
save	15
sank	15
rushed	15
pushed	15
pointing	15
muttered	15
moving	15
lifted	15
jump	15
hope	15
helped	15
fill	15
fall	15
employed	15
doing	15
disappeared	15
crossing	15
cook	15
carrying	15
towing	14
touch	14
tormented	14
spoke	14
sit	14
send	14
seizing	14
returned	14
proceed	14
planted	14
piled	14
perceived	14
moved	14
mounted	14
meant	14
hanging	14
grew	14
glided	14
gained	14
forming	14
entered	14
dying	14
dost	14
departed	14
deemed	14
declared	14
darting	14
continued	14
considered	14
chased	14
buried	14
breaking	14
blow	14
asked	14
wonder	13
wish	13
torn	13
tore	13
tied	13
throw	13
swear	13
swallowed	13
sprang	13
shook	13
setting	13
resolved	13
reaching	13
pulled	13
prove	13
missing	13
lived	13
leaped	13
leaned	13
hit	13
gliding	13
fain	13
drag	13
dare	13
crossed	13
chanced	13
belonged	13
behold	13
arrived	13
answer	13
touched	12
thank	12
supplied	12
stay	12
spoken	12
shut	12
shipped	12
seeking	12
resting	12
receiving	12
please	12
painted	12
offered	12
lighted	12
heaved	12
happens	12
grown	12
gaze	12
form	12
fly	12
fitted	12
feeling	12
fear	12
falling	12
exceeding	12
draw	12
descend	12
connected	12
caused	12
catch	12
calls	12
broke	12
beware	12
begin	12
becomes	12
written	11
wore	11
whispered	11
using	11
tossing	11
telling	11
stripped	11
starting	11
slain	11
settled	11
served	11
roared	11
remaining	11
picked	11
observe	11
noticed	11
named	11
nailed	11
lowering	11
lives	11
lift	11
leaping	11
landed	11
keeping	11
jumped	11
included	11
hunt	11
hoisting	11
heave	11
hand	11
glancing	11
gain	11
forget	11
enter	11
encounter	11
eat	11
drowned	11
dived	11
desired	11
demanded	11
cursed	11
covered	11
coiled	11
carved	11
burning	11
burn	11
bowed	11
belong	11
beholding	11
begins	11
account	11
wrapped	10
worn	10
threw	10
swinging	10
striving	10
stranded	10
spring	10
spent	10
sounding	10
smells	10
sliding	10
singing	10
rigging	10
retained	10
replied	10
removed	10
reach	10
pursued	10
pitched	10
pausing	10
occurred	10
murmured	10
mount	10
led	10
leaves	10
lashed	10
hitherto	10
heading	10
gazed	10
floats	10
fastened	10
escaped	10
entitled	10
driven	10
divided	10
discovered	10
destroyed	10
derived	10
changed	10
bringing	10
boiling	10
blessed	10
attend	10
ask	10
approaching	10
appeared	10
withstand	9
wear	9
watch	9
thrusting	9
throwing	9
tapering	9
swept	9
succeeded	9
stuck	9
stretched	9
steer	9
spend	9
snatching	9
rushing	9
return	9
relieved	9
raise	9
quit	9
presumed	9
present	9
plunged	9
pick	9
paced	9
opened	9
occupied	9
manned	9
lower	9
lodged	9
lit	9
listen	9
lifting	9
leading	9
kicked	9
growing	9
grinning	9
freighted	9
forgotten	9
flung	9
finds	9
fetch	9
fancy	9
endure	9
driving	9
doubt	9
descending	9
concluding	9
clinging	9
cherish	9
bursting	9
borne	9
bethink	9
beginning	9
afford	9
advanced	9
accursed	9
accounted	9
''re	9
wrinkled	8
woven	8
wounded	8
worked	8
withdrawing	8
welded	8
wants	8
wanting	8
wanted	8
walking	8
towed	8
tells	8
sweeping	8
surrounded	8
stopped	8
stepped	8
step	8
steered	8
squeeze	8
spouting	8
split	8
spilled	8
sounded	8
snapped	8
smoking	8
slipped	8
side	8
sending	8
sell	8
seize	8
securing	8
scattered	8
rolls	8
roaring	8
returning	8
receive	8
published	8
pressed	8
prepared	8
pray	8
point	8
place	8
perched	8
perceive	8
peering	8
pacing	8
ordered	8
observing	8
notice	8
muffled	8
moored	8
mixed	8
measured	8
man	8
lurked	8
lose	8
loaded	8
lingering	8
learn	8
lead	8
keeps	8
join	8
issued	8
intended	8
including	8
hovering	8
hint	8
hauled	8
harpooned	8
happen	8
handled	8
hammered	8
glittering	8
gathered	8
gaining	8
folded	8
finding	8
fight	8
extending	8
explain	8
entering	8
eating	8
dried	8
described	8
dashing	8
cross	8
cover	8
contrasting	8
containing	8
conclude	8
compared	8
built	8
bred	8
blew	8
blasted	8
bestowed	8
belongs	8
belonging	8
beating	8
backed	8
applied	8
admit	8
abounding	8
whirling	7
wherefore	7
whale	7
wears	7
visited	7
treated	7
sunk	7
stopping	7
stepping	7
stayed	7
startled	7
sound	7
sinking	7
shows	7
shooting	7
shaped	7
shaking	7
settle	7
secure	7
runs	7
rocking	7
rises	7
rigged	7
reserved	7
requires	7
representing	7
regard	7
reading	7
ranging	7
ranged	7
pretend	7
possessed	7
paid	7
offer	7
occur	7
obtained	7
nigh	7
needed	7
move	7
methinks	7
mention	7
mend	7
lurks	7
lurking	7
light	7
laughed	7
laugh	7
kick	7
holds	7
hearing	7
haul	7
grasping	7
furnish	7
expected	7
exceed	7
ere	7
drugged	7
dripping	7
dragging	7
dividing	7
discover	7
destined	7
created	7
compare	7
commenced	7
combined	7
chasing	7
chase	7
catching	7
calling	7
calculated	7
burnt	7
bolted	7
beheld	7
beget	7
ascending	7
arched	7
appears	7
alarmed	7
affected	7
addressed	7
abandoned	7
wrecked	6
weaving	6
walked	6
wait	6
visit	6
unite	6
tumbled	6
troubled	6
tattooed	6
swore	6
swings	6
swerve	6
sweep	6
stove	6
stole	6
steering	6
spouted	6
spout	6
spending	6
smiting	6
sleeps	6
slackened	6
shrouded	6
shown	6
ship	6
serve	6
seeks	6
screwed	6
screaming	6
saved	6
roll	6
retain	6
resuming	6
resumed	6
rest	6
remembered	6
reigned	6
reeled	6
recognised	6
reckoning	6
recalled	6
raises	6
pushing	6
provided	6
producing	6
produced	6
proceeded	6
prevent	6
preceding	6
pleased	6
playing	6
placing	6
pile	6
perished	6
parted	6
order	6
obey	6
murder	6
marching	6
loving	6
lounging	6
levelled	6
laying	6
knocked	6
killing	6
joined	6
involve	6
invest	6
introduced	6
increased	6
hurled	6
hunting	6
hovered	6
hoist	6
heightened	6
heeded	6
heaving	6
hated	6
hang	6
handle	6
hailing	6
grasped	6
glanced	6
forged	6
flow	6
flinging	6
fled	6
fit	6
fancied	6
eyed	6
exclaimed	6
ended	6
encountering	6
dreaming	6
directed	6
dig	6
dies	6
detached	6
derive	6
dart	6
dancing	6
crushed	6
crawling	6
cracked	6
crack	6
contains	6
confess	6
conduct	6
completed	6
coiling	6
churning	6
casting	6
burned	6
breathes	6
bowing	6
boarded	6
blowing	6
bless	6
betrayed	6
believed	6
beheaded	6
awaiting	6
avoid	6
attended	6
assured	6
appear	6
announced	6
animated	6
alluded	6
allowed	6
add	6
accompanied	6
yelled	5
write	5
withdrawn	5
wheeling	5
waving	5
waved	5
watched	5
wasted	5
warning	5
waking	5
view	5
vibrating	5
venture	5
uses	5
twisted	5
transported	5
tow	5
toiled	5
tend	5
teach	5
talking	5
talked	5
swims	5
swelled	5
swaying	5
swayed	5
sway	5
swallow	5
suspected	5
survive	5
supposing	5
subsided	5
stuffed	5
study	5
struggling	5
strove	5
straining	5
stooping	5
stooped	5
stirred	5
stave	5
staring	5
spouts	5
sparkling	5
snuffed	5
snap	5
smote	5
smoked	5
smoke	5
slipping	5
sits	5
signed	5
showing	5
shouting	5
shoot	5
shivered	5
shifted	5
shakes	5
separated	5
sallied	5
rocked	5
rig	5
revolved	5
retired	5
resembling	5
removing	5
remove	5
related	5
refuse	5
reclining	5
recall	5
rearing	5
raising	5
raging	5
quitting	5
pursuing	5
pronounced	5
projecting	5
produce	5
proceeds	5
prick	5
preserved	5
preserve	5
poured	5
pondering	5
pitching	5
pitch	5
pertaining	5
permitted	5
own	5
omitted	5
obliged	5
obeying	5
neared	5
narrated	5
murdered	5
means	5
maintained	5
maintain	5
lurk	5
love	5
loomed	5
lingered	5
leap	5
launched	5
lash	5
knocking	5
kneeling	5
kicking	5
jerking	5
involved	5
invited	5
invests	5
insult	5
inquiring	5
induce	5
increasing	5
include	5
impelled	5
hurried	5
hide	5
helping	5
hears	5
hangs	5
grin	5
goin''	5
glistening	5
gleamed	5
frequented	5
founded	5
float	5
flashing	5
fighting	5
facing	5
extracted	5
expressed	5
exposed	5
experienced	5
expand	5
excepting	5
erected	5
enters	5
enraged	5
enjoy	5
enchanted	5
emerged	5
embraces	5
embark	5
embalmed	5
drown	5
drooping	5
dressed	5
doubted	5
distinguished	5
disordered	5
diminished	5
designated	5
descended	5
depend	5
declare	5
dance	5
curling	5
cries	5
crawl	5
counted	5
corresponding	5
contracting	5
continue	5
contained	5
contain	5
consumed	5
consists	5
concerned	5
comprehend	5
collected	5
closed	5
clearing	5
cleared	5
clear	5
claim	5
choose	5
cheering	5
cause	5
capture	5
calculating	5
bury	5
breaks	5
blown	5
blinding	5
blast	5
bend	5
bears	5
bade	5
attempt	5
assuming	5
assumed	5
ascribed	5
ascended	5
arrive	5
armed	5
announcing	5
afforded	5
advance	5
accomplished	5
accompanying	5
yoked	4
wrought	4
wrenched	4
worship	4
winged	4
whirled	4
wedded	4
wearing	4
washed	4
waning	4
wandering	4
viewed	4
varying	4
uplifted	4
twisting	4
tumbling	4
tumble	4
trod	4
trembling	4
travel	4
toiling	4
toil	4
threatened	4
tempered	4
tasted	4
swing	4
swell	4
swarming	4
suspend	4
surrounding	4
supply	4
summoned	4
sucked	4
succeed	4
submerged	4
studying	4
strikes	4
striding	4
stretching	4
straightened	4
stirs	4
sticking	4
stern	4
stated	4
stamped	4
stagger	4
sprung	4
springing	4
spotted	4
sporting	4
spoiled	4
spoil	4
sounds	4
soothed	4
soliloquized	4
snatched	4
snatch	4
smell	4
slept	4
slay	4
slanting	4
shuddering	4
shifting	4
shed	4
shaken	4
sees	4
scorching	4
scolding	4
satisfied	4
sails	4
rubbing	4
rooted	4
riveted	4
rippling	4
ringed	4
ring	4
rid	4
ribbed	4
revolve	4
revealing	4
reveal	4
require	4
reported	4
replenished	4
replaced	4
render	4
reminds	4
reminded	4
regarding	4
refused	4
refrained	4
referred	4
reeling	4
recovered	4
recorded	4
quitted	4
push	4
purchased	4
puffing	4
pry	4
propose	4
prolonged	4
presume	4
presents	4
pour	4
pound	4
possess	4
pondered	4
plunging	4
play	4
planting	4
pierced	4
picking	4
peered	4
peeled	4
patched	4
pace	4
owned	4
overheard	4
opposing	4
operated	4
offering	4
nurtured	4
need	4
nail	4
moves	4
modified	4
meeting	4
measure	4
marvelled	4
marking	4
manifested	4
maddened	4
losing	4
loses	4
listening	4
linked	4
likened	4
lighting	4
lays	4
last	4
interrupted	4
insure	4
insisted	4
inserting	4
inferred	4
induced	4
imagine	4
humped	4
howling	4
howled	4
hissed	4
hauling	4
happening	4
handed	4
halting	4
hail	4
groping	4
granting	4
glued	4
glared	4
gets	4
furnishing	4
frozen	4
fought	4
forbade	4
fool	4
follows	4
flows	4
flowing	4
flowed	4
flitting	4
flee	4
fire	4
filling	4
feeds	4
fasten	4
fallen	4
failed	4
faded	4
face	4
express	4
expose	4
explained	4
expect	4
expanded	4
exists	4
exist	4
exasperated	4
examine	4
enveloped	4
ensued	4
enlightened	4
ends	4
enable	4
embracing	4
embraced	4
elevated	4
elapsed	4
eddying	4
drags	4
dotted	4
diving	4
dive	4
distinguish	4
dismasted	4
dined	4
devouring	4
destroy	4
desist	4
deserted	4
depicted	4
denominated	4
denied	4
defined	4
decided	4
dash	4
dared	4
damned	4
curled	4
crying	4
crowd	4
cracking	4
covering	4
cooked	4
converted	4
contrived	4
contribute	4
contracted	4
comprising	4
comprehended	4
commanding	4
collapsed	4
clutch	4
clothed	4
climb	4
clapping	4
clapped	4
clap	4
chiselled	4
change	4
chancing	4
carving	4
budge	4
bubbling	4
brimming	4
breathe	4
breaches	4
branded	4
board	4
blending	4
blended	4
bite	4
billows	4
bid	4
betokened	4
bethinking	4
begged	4
beaten	4
backing	4
avast	4
augment	4
aught	4
attracted	4
attending	4
attaining	4
attacked	4
assume	4
assist	4
ascribe	4
arising	4
argued	4
anchored	4
alternating	4
altering	4
affect	4
admitted	4
adhering	4
addressing	4
adapted	4
acquainted	4
achieved	4
accosted	4
absorbed	4
yelling	3
yawned	3
wrote	3
wrest	3
wraps	3
worsted	3
worshipping	3
worshipped	3
works	3
withdrew	3
whittling	3
whelmed	3
wet	3
weltering	3
weighing	3
weighed	3
weep	3
wave	3
wash	3
warn	3
warm	3
walk	3
wake	3
waiting	3
wade	3
vowed	3
visiting	3
vibrated	3
vanished	3
uttered	3
urged	3
uprising	3
unwaning	3
unreasoning	3
undulated	3
undeviating	3
tying	3
twitched	3
tucked	3
trust	3
trouble	3
treat	3
travelled	3
transferred	3
tows	3
toss	3
tingling	3
tickled	3
throws	3
thrice	3
thee	3
test	3
terrify	3
tending	3
teaches	3
taught	3
tapping	3
sworn	3
swears	3
swearing	3
swam	3
suspending	3
suspect	3
survived	3
surrender	3
surpasses	3
supplies	3
sucking	3
subdued	3
studded	3
streamed	3
strained	3
stowed	3
stolen	3
stirring	3
stir	3
stealing	3
stating	3
stash	3
starts	3
stained	3
stabbing	3
squeezing	3
squaring	3
sprinkled	3
sprained	3
splintered	3
sped	3
speaks	3
spat	3
spake	3
solve	3
sold	3
soaked	3
snuffing	3
smelt	3
smelling	3
slide	3
skylarking	3
shun	3
shuddered	3
shone	3
shivering	3
shipwrecked	3
shine	3
shattered	3
sharing	3
sets	3
separating	3
separate	3
selecting	3
selected	3
seat	3
screwing	3
scraping	3
scraped	3
scrape	3
scorched	3
scanning	3
scalding	3
satisfy	3
salted	3
sabbee	3
rubbed	3
routed	3
rounding	3
rounded	3
risen	3
ringing	3
ride	3
retreating	3
retreated	3
retiring	3
restricted	3
restored	3
responded	3
resides	3
resembled	3
represented	3
repose	3
report	3
repair	3
rendering	3
relinquish	3
relieve	3
relaxed	3
rejoined	3
reign	3
refer	3
reefed	3
recognized	3
receives	3
reaped	3
rattling	3
rallied	3
radiating	3
quoted	3
quadruped	3
puzzled	3
puts	3
prying	3
proposed	3
promised	3
promise	3
projected	3
pricking	3
prevailed	3
prevail	3
preserving	3
preparing	3
preluding	3
preach	3
praying	3
practised	3
pouring	3
possessing	3
plying	3
plunge	3
plug	3
plucked	3
plant	3
piercing	3
pervading	3
persuade	3
personified	3
permit	3
perish	3
performing	3
perform	3
perceiving	3
penetrated	3
penetrate	3
peddling	3
pecks	3
pays	3
paying	3
part	3
papered	3
panting	3
paint	3
paddled	3
packed	3
overtake	3
opine	3
opening	3
offers	3
obtain	3
obscured	3
object	3
necessitates	3
nearing	3
muttering	3
mustering	3
muster	3
mounting	3
mistaken	3
mistake	3
mincing	3
merged	3
mending	3
meets	3
meaning	3
master	3
manhandle	3
maintaining	3
lunging	3
loved	3
lodge	3
lights	3
letting	3
lengthwise	3
learning	3
leaps	3
leads	3
laughs	3
laughing	3
lashing	3
land	3
knotted	3
knock	3
jerked	3
issuing	3
isolated	3
invoked	3
inverted	3
intervening	3
intensified	3
insulted	3
inhale	3
informed	3
inflicted	3
inclosed	3
inclined	3
imputed	3
impaling	3
illuminated	3
hug	3
hooped	3
hooked	3
hooded	3
hissing	3
hinting	3
hiding	3
hides	3
helm	3
heed	3
head	3
hate	3
hands	3
handling	3
handing	3
guided	3
grounded	3
grope	3
groaned	3
grizzled	3
grazed	3
grasp	3
grant	3
glistened	3
girdled	3
gilded	3
gifted	3
gather	3
gaping	3
fumbling	3
free	3
foundering	3
forms	3
forked	3
forgot	3
forge	3
foaming	3
flourished	3
floundering	3
floundered	3
flooded	3
flies	3
flashed	3
flaming	3
fired	3
finished	3
filed	3
figured	3
fights	3
fetching	3
feeding	3
feed	3
fed	3
fashioned	3
fare	3
falls	3
fading	3
faced	3
extended	3
expiring	3
exhibited	3
excited	3
evince	3
estimated	3
establish	3
entangled	3
ensuing	3
enrolled	3
enlarge	3
endeavored	3
endangered	3
enabled	3
emptied	3
emerge	3
embrace	3
embellished	3
embarked	3
eluded	3
elucidated	3
elevating	3
elbowed	3
effected	3
effaced	3
eats	3
eaten	3
earned	3
drowning	3
drove	3
drives	3
drinking	3
drifted	3
dress	3
dreamed	3
dream	3
doomed	3
doom	3
dog	3
divulged	3
divide	3
diverged	3
distrusted	3
displayed	3
discharged	3
disappears	3
disappearing	3
directing	3
dipping	3
dipped	3
dip	3
diffused	3
didst	3
developed	3
deserves	3
deserved	3
descrying	3
describe	3
depends	3
depart	3
denying	3
deny	3
dented	3
denoted	3
demanding	3
demand	3
deliver	3
deified	3
degenerated	3
defy	3
deem	3
declaring	3
declares	3
danced	3
damn	3
curse	3
crush	3
crunched	3
crowned	3
crowded	3
crouching	3
crazed	3
cracks	3
coupled	3
corroded	3
copied	3
convinced	3
conveyed	3
conversed	3
continuing	3
consuming	3
consume	3
consisting	3
consist	3
conquered	3
confounded	3
confined	3
condemned	3
conceived	3
concealed	3
comprises	3
composing	3
complied	3
comparing	3
combing	3
colored	3
clutched	3
clinched	3
clinch	3
circling	3
churned	3
chosen	3
chopping	3
choked	3
chewed	3
cherished	3
cheer	3
charmed	3
cease	3
causes	3
casts	3
cared	3
care	3
capsizing	3
canted	3
calking	3
buy	3
buoyed	3
broiled	3
brings	3
breed	3
breathing	3
bracing	3
bow	3
borrowed	3
blend	3
bleached	3
blazing	3
biting	3
bestirred	3
belted	3
begun	3
beg	3
befell	3
befallen	3
becoming	3
beach	3
battering	3
based	3
barnacled	3
barbed	3
baptized	3
baleen	3
balancing	3
back	3
awakened	3
attained	3
ate	3
assure	3
assigned	3
asserted	3
assert	3
assembled	3
articulated	3
arrested	3
arose	3
argue	3
arch	3
apprised	3
appointed	3
applies	3
annihilated	3
amount	3
altered	3
allured	3
allow	3
alleged	3
agreed	3
advances	3
admits	3
address	3
adding	3
acted	3
accumulated	3
accelerate	3
abide	3
abandon	3
-	3
zoned	2
yields	2
yielding	2
yielded	2
yawning	2
writhing	2
writ	2
wriggling	2
wrenching	2
wrapping	2
wondering	2
wondered	2
witnessing	2
witness	2
withhold	2
windward	2
winding	2
wilt	2
willed	2
wielded	2
widowed	2
whispering	2
whipping	2
wheeled	2
wert	2
welding	2
weld	2
weigh	2
wedged	2
weary	2
wearied	2
watches	2
wasting	2
washing	2
warring	2
warrant	2
warped	2
warned	2
warming	2
waned	2
walks	2
wakened	2
waits	2
waifing	2
vultures	2
vomited	2
vigilance	2
views	2
vexed	2
ventured	2
vaulted	2
uttering	2
utter	2
ushered	2
upheld	2
unwinding	2
unvarying	2
unsupplied	2
unresting	2
unprincipled	2
united	2
undulating	2
undressed	2
undertaken	2
understood	2
unattended	2
twitch	2
tutored	2
turbaned	2
tufted	2
trip	2
treats	2
travels	2
trapped	2
transpointed	2
tranquillize	2
trampling	2
trailing	2
track	2
tracing	2
traced	2
trace	2
towering	2
tombed	2
toed	2
tipped	2
tip	2
tinkling	2
tink	2
time	2
tilting	2
tilted	2
thundering	2
thunder	2
threatening	2
threaten	2
threading	2
testified	2
terminating	2
tempted	2
temper	2
tear	2
taste	2
tarred	2
tapped	2
tapers	2
tanning	2
tallied	2
tail	2
tack	2
symbolize	2
swooped	2
switching	2
sweating	2
swashing	2
swallows	2
sustaining	2
sustained	2
sustain	2
suspects	2
surviving	2
survey	2
surrounds	2
surround	2
surmised	2
surmise	2
surging	2
supported	2
supplying	2
sundering	2
suggested	2
suffering	2
suckling	2
succor	2
substituting	2
subjected	2
styled	2
stung	2
stumble	2
studied	2
strung	2
stripping	2
strewn	2
streaked	2
strain	2
stowing	2
storied	2
stick	2
sterning	2
steps	2
stem	2
steers	2
steal	2
stays	2
staving	2
stalked	2
staggers	2
staggered	2
stacked	2
stab	2
squeezed	2
squared	2
square	2
spying	2
spurned	2
spreading	2
spose	2
spiralling	2
spinning	2
spin	2
spilling	2
solved	2
sobbing	2
soar	2
sneezing	2
snapping	2
smothered	2
smitten	2
smite	2
smiling	2
smile	2
smacking	2
slouching	2
slouched	2
slips	2
slip	2
slewed	2
slew	2
sleeves	2
slaughtered	2
slashing	2
slacked	2
signing	2
sign	2
sighted	2
sighed	2
sideways	2
shunned	2
shrivelled	2
shrinking	2
shrink	2
shrieked	2
shoved	2
shortened	2
shiver	2
shining	2
sheeted	2
shaved	2
sharpening	2
sharpen	2
shark	2
shared	2
shaping	2
shadowed	2
severed	2
settling	2
serving	2
sells	2
selling	2
seeming	2
seating	2
searching	2
scoured	2
scorn	2
scatter	2
scare	2
scarce	2
scan	2
sauntering	2
sanctified	2
saluted	2
rushes	2
rush	2
ruminated	2
rowing	2
roused	2
rot	2
rollicking	2
rod	2
rock	2
robbed	2
roar	2
rings	2
righted	2
rides	2
ridden	2
revolving	2
revived	2
revive	2
reversed	2
returns	2
resume	2
resulting	2
rests	2
restrain	2
rested	2
respecting	2
resigned	2
resembles	2
rescued	2
requiring	2
required	2
represent	2
reposing	2
reporting	2
replacing	2
repenting	2
repairing	2
renounce	2
renders	2
remembering	2
rejoicing	2
rejoice	2
rejecting	2
reigns	2
rehearsing	2
rehearsed	2
regards	2
reflected	2
refill	2
reel	2
reef	2
reduced	2
redoubled	2
reddening	2
recurring	2
recover	2
recounted	2
reconciled	2
recommended	2
recoil	2
recognise	2
reckon	2
rebounds	2
reasoning	2
reappeared	2
reads	2
re	2
raving	2
rammed	2
ram	2
rally	2
quivering	2
quickening	2
questioning	2
questioned	2
quarried	2
puzzle	2
pursue	2
purposing	2
purporting	2
punch	2
pumping	2
pulverize	2
pudding	2
providing	2
provides	2
provide	2
proves	2
protracted	2
protect	2
pronouncing	2
promising	2
procured	2
procure	2
proceeding	2
printed	2
prevented	2
pretending	2
press	2
presiding	2
presided	2
presenting	2
prepare	2
prefers	2
prefer	2
preceded	2
precede	2
preaching	2
prayed	2
pours	2
posted	2
poring	2
poising	2
poised	2
ply	2
plunder	2
plumed	2
pluck	2
ploughing	2
pleated	2
plays	2
played	2
pirates	2
pinioned	2
piling	2
pierce	2
phrase	2
persisting	2
persisted	2
permitting	2
perishing	2
peeped	2
pecking	2
paved	2
passes	2
palsied	2
palmed	2
painting	2
pained	2
owning	2
overspreading	2
overseeing	2
overlooking	2
overlooked	2
overlook	2
overlapping	2
overhearing	2
orders	2
ordained	2
oppose	2
operate	2
opens	2
omit	2
oblige	2
obeyed	2
nurse	2
nourished	2
noted	2
not''ing	2
nodded	2
neighboring	2
neglected	2
necessitated	2
ne''er	2
nay	2
narrating	2
name	2
nailing	2
mutter	2
murdering	2
mumbling	2
mown	2
mounts	2
moulded	2
motioned	2
mistaking	2
minds	2
mended	2
melted	2
meddling	2
meddle	2
matters	2
match	2
masoned	2
masked	2
marvel	2
marshalled	2
marry	2
married	2
marred	2
marches	2
marched	2
manipulated	2
manage	2
maketh	2
maintains	2
magnified	2
lounged	2
lord	2
longing	2
locking	2
loading	2
lined	2
limping	2
limped	2
liked	2
lightning	2
lick	2
levels	2
lean	2
leaking	2
leak	2
leagued	2
lasted	2
lacquered	2
kiss	2
kindled	2
keeled	2
justified	2
jumping	2
jingling	2
jig	2
jetted	2
jeopardized	2
jamming	2
jammed	2
jabbering	2
invoking	2
investing	2
invented	2
invade	2
interposed	2
interblending	2
intending	2
instant	2
inspire	2
insist	2
insert	2
inquire	2
injured	2
inhaling	2
inhaled	2
inform	2
indulged	2
indicated	2
inculcating	2
increase	2
incorporated	2
incorporate	2
incline	2
incensed	2
impute	2
improving	2
impressed	2
imprecate	2
imposing	2
impelling	2
imparted	2
impart	2
immersed	2
imbedded	2
illuminate	2
igniting	2
ignited	2
hurtling	2
hurt	2
hurrying	2
hump	2
humming	2
hummed	2
hugging	2
howl	2
hover	2
hook	2
honor	2
hobbling	2
hitting	2
herring	2
heightens	2
heighten	2
heeds	2
heeding	2
hearsed	2
hearken	2
heaped	2
heads	2
haunted	2
hath	2
harpoon	2
hammering	2
hammer	2
guard	2
growled	2
ground	2
grieved	2
greeted	2
granted	2
grace	2
gouge	2
gobern	2
gnawed	2
gnarled	2
glowing	2
glow	2
glorified	2
glance	2
girdling	2
gathers	2
gathering	2
gasping	2
garnished	2
gaped	2
gallied	2
furled	2
frightens	2
freed	2
founder	2
forging	2
force	2
forbidding	2
forbear	2
footed	2
folds	2
folding	2
fold	2
fluttering	2
flogging	2
flogged	2
flog	2
flirted	2
fling	2
fits	2
fellows	2
feared	2
favoring	2
fasting	2
fast	2
farewell	2
faltering	2
fagged	2
eye	2
extracting	2
extinguished	2
expressing	2
explored	2
expired	2
expatiate	2
expands	2
exiled	2
exhibiting	2
exhausting	2
exhaust	2
exhale	2
executed	2
excuse	2
excite	2
exchanging	2
exchanged	2
exchange	2
exceeded	2
excavating	2
exasperating	2
examined	2
evaporate	2
evade	2
esteemed	2
established	2
escaping	2
erecting	2
equalled	2
enveloping	2
envelopes	2
entrapped	2
entailed	2
ensue	2
enriched	2
enlivened	2
enlist	2
enjoying	2
enhances	2
engraved	2
engendering	2
engage	2
encircling	2
employs	2
employ	2
emerging	2
emboldened	2
embattled	2
eludes	2
elapse	2
echoed	2
e''en	2
dusting	2
durst	2
dug	2
ducking	2
duck	2
dry	2
drunken	2
drinks	2
drenched	2
drank	2
doubting	2
double	2
dogs	2
dogging	2
